Subject,Face,FaceExpression,Acc
16,Sad 15 Male.JPG,Sad,1
16,Sad 16 Male.JPG,Sad,1
17,Sad 1 Female.JPG,Sad,1
17,Sad 2 Female.JPG,Sad,1
17,Sad 3 Male.JPG,Sad,1
17,Sad 4 Male.JPG,Sad,1
17,Sad 5 Female.JPG,Sad,1
17,Sad 6 Female.JPG,Sad,1
17,Sad 7 Male.JPG,Sad,1
17,Sad 8 Male.JPG,Sad,1
17,Sad 9 Female.JPG,Sad,1
17,Sad 10 Female.JPG,Sad,1
17,Sad 11 Male.JPG,Sad,1
17,Sad 12 Male.JPG,Sad,1
17,Sad 13 Female.JPG,Sad,1
17,Sad 14 Female.JPG,Sad,1
17,Sad 15 Male.JPG,Sad,1
17,Sad 16 Male.JPG,Sad,1
18,Sad 1 Female.JPG,Sad,1
18,Sad 2 Female.JPG,Sad,1
18,Sad 4 Male.JPG,Sad,1
18,Sad 6 Female.JPG,Sad,1
18,Sad 7 Male.JPG,Sad,1
18,Sad 8 Male.JPG,Sad,1
18,Sad 9 Female.JPG,Sad,1
18,Sad 10 Female.JPG,Sad,1
18,Sad 11 Male.JPG,Sad,1
18,Sad 12 Male.JPG,Sad,1
18,Sad 13 Female.JPG,Sad,1
18,Sad 14 Female.JPG,Sad,1
18,Sad 15 Male.JPG,Sad,1
18,Sad 16 Male.JPG,Sad,1
19,Sad 1 Female.JPG,Sad,1
19,Sad 2 Female.JPG,Sad,1
19,Sad 3 Male.JPG,Sad,1
19,Sad 4 Male.JPG,Sad,1
19,Sad 5 Female.JPG,Sad,1
19,Sad 6 Female.JPG,Sad,1
19,Sad 7 Male.JPG,Sad,1
19,Sad 8 Male.JPG,Sad,1
19,Sad 9 Female.JPG,Sad,1
19,Sad 10 Female.JPG,Sad,1
19,Sad 11 Male.JPG,Sad,1
19,Sad 12 Male.JPG,Sad,1
19,Sad 13 Female.JPG,Sad,1
19,Sad 14 Female.JPG,Sad,1
19,Sad 15 Male.JPG,Sad,1
19,Sad 16 Male.JPG,Sad,1
20,Sad 1 Female.JPG,Sad,1
20,Sad 2 Female.JPG,Sad,1
20,Sad 4 Male.JPG,Sad,1
20,Sad 5 Female.JPG,Sad,1
20,Sad 6 Female.JPG,Sad,1
20,Sad 7 Male.JPG,Sad,1
20,Sad 9 Female.JPG,Sad,1
20,Sad 11 Male.JPG,Sad,1
20,Sad 13 Female.JPG,Sad,1
20,Sad 14 Female.JPG,Sad,1
20,Sad 15 Male.JPG,Sad,1
20,Sad 16 Male.JPG,Sad,1
21,Sad 1 Female.JPG,Sad,1
21,Sad 2 Female.JPG,Sad,1
21,Sad 3 Male.JPG,Sad,1
21,Sad 4 Male.JPG,Sad,1
21,Sad 5 Female.JPG,Sad,1
21,Sad 6 Female.JPG,Sad,1
21,Sad 7 Male.JPG,Sad,1
21,Sad 8 Male.JPG,Sad,1
21,Sad 9 Female.JPG,Sad,1
21,Sad 10 Female.JPG,Sad,1
21,Sad 11 Male.JPG,Sad,1
21,Sad 12 Male.JPG,Sad,1
21,Sad 13 Female.JPG,Sad,1
21,Sad 14 Female.JPG,Sad,1
21,Sad 15 Male.JPG,Sad,1
21,Sad 16 Male.JPG,Sad,1
22,Sad 3 Male.JPG,Sad,1
22,Sad 4 Male.JPG,Sad,1
22,Sad 1 Female.JPG,Sad,1
22,Sad 2 Female.JPG,Sad,1
22,Sad 7 Male.JPG,Sad,1
22,Sad 8 Male.JPG,Sad,1
22,Sad 5 Female.JPG,Sad,1
22,Sad 6 Female.JPG,Sad,1
22,Sad 12 Male.JPG,Sad,1
22,Sad 9 Female.JPG,Sad,1
22,Sad 10 Female.JPG,Sad,1
22,Sad 15 Male.JPG,Sad,1
22,Sad 16 Male.JPG,Sad,1
22,Sad 13 Female.JPG,Sad,1
22,Sad 14 Female.JPG,Sad,1
26,Sad 3 Male.JPG,Sad,1
26,Sad 4 Male.JPG,Sad,1
26,Sad 1 Female.JPG,Sad,0
26,Sad 2 Female.JPG,Sad,1
26,Sad 7 Male.JPG,Sad,1
26,Sad 5 Female.JPG,Sad,1
26,Sad 6 Female.JPG,Sad,1
26,Sad 11 Male.JPG,Sad,1
26,Sad 12 Male.JPG,Sad,1
26,Sad 9 Female.JPG,Sad,1
26,Sad 10 Female.JPG,Sad,1
26,Sad 15 Male.JPG,Sad,1
26,Sad 13 Female.JPG,Sad,1
26,Sad 14 Female.JPG,Sad,1
27,Sad 3 Male.JPG,Sad,1
27,Sad 4 Male.JPG,Sad,1
27,Sad 1 Female.JPG,Sad,1
27,Sad 2 Female.JPG,Sad,1
27,Sad 7 Male.JPG,Sad,1
27,Sad 8 Male.JPG,Sad,1
27,Sad 5 Female.JPG,Sad,1
27,Sad 6 Female.JPG,Sad,1
27,Sad 11 Male.JPG,Sad,0
27,Sad 12 Male.JPG,Sad,1
27,Sad 9 Female.JPG,Sad,1
27,Sad 10 Female.JPG,Sad,1
27,Sad 15 Male.JPG,Sad,1
27,Sad 16 Male.JPG,Sad,1
27,Sad 13 Female.JPG,Sad,1
27,Sad 14 Female.JPG,Sad,1
28,Sad 3 Male.JPG,Sad,1
28,Sad 4 Male.JPG,Sad,1
28,Sad 2 Female.JPG,Sad,1
28,Sad 7 Male.JPG,Sad,1
28,Sad 5 Female.JPG,Sad,1
28,Sad 11 Male.JPG,Sad,1
28,Sad 12 Male.JPG,Sad,1
28,Sad 9 Female.JPG,Sad,1
28,Sad 10 Female.JPG,Sad,1
28,Sad 15 Male.JPG,Sad,1
28,Sad 16 Male.JPG,Sad,1
28,Sad 13 Female.JPG,Sad,1
28,Sad 14 Female.JPG,Sad,1
29,Sad 1 Female.JPG,Sad,1
29,Sad 2 Female.JPG,Sad,1
29,Sad 3 Male.JPG,Sad,1
29,Sad 4 Male.JPG,Sad,1
29,Sad 5 Female.JPG,Sad,1
29,Sad 6 Female.JPG,Sad,1
29,Sad 7 Male.JPG,Sad,1
29,Sad 9 Female.JPG,Sad,1
29,Sad 10 Female.JPG,Sad,1
29,Sad 11 Male.JPG,Sad,1
29,Sad 12 Male.JPG,Sad,1
29,Sad 13 Female.JPG,Sad,1
29,Sad 15 Male.JPG,Sad,1
29,Sad 16 Male.JPG,Sad,1
30,Sad 1 Female.JPG,Sad,1
30,Sad 2 Female.JPG,Sad,1
30,Sad 3 Male.JPG,Sad,1
30,Sad 4 Male.JPG,Sad,1
30,Sad 5 Female.JPG,Sad,1
30,Sad 6 Female.JPG,Sad,1
30,Sad 7 Male.JPG,Sad,1
30,Sad 8 Male.JPG,Sad,1
30,Sad 9 Female.JPG,Sad,1
30,Sad 10 Female.JPG,Sad,1
30,Sad 11 Male.JPG,Sad,1
30,Sad 12 Male.JPG,Sad,1
30,Sad 13 Female.JPG,Sad,1
30,Sad 14 Female.JPG,Sad,1
30,Sad 15 Male.JPG,Sad,1
30,Sad 16 Male.JPG,Sad,1
31,Sad 1 Female.JPG,Sad,1
31,Sad 2 Female.JPG,Sad,1
31,Sad 3 Male.JPG,Sad,1
31,Sad 4 Male.JPG,Sad,1
31,Sad 5 Female.JPG,Sad,1
31,Sad 7 Male.JPG,Sad,1
31,Sad 8 Male.JPG,Sad,1
31,Sad 9 Female.JPG,Sad,1
31,Sad 10 Female.JPG,Sad,1
31,Sad 11 Male.JPG,Sad,1
31,Sad 12 Male.JPG,Sad,1
31,Sad 13 Female.JPG,Sad,1
31,Sad 14 Female.JPG,Sad,1
31,Sad 15 Male.JPG,Sad,1
31,Sad 16 Male.JPG,Sad,1
32,Sad 1 Female.JPG,Sad,1
32,Sad 2 Female.JPG,Sad,1
32,Sad 3 Male.JPG,Sad,1
32,Sad 4 Male.JPG,Sad,1
32,Sad 5 Female.JPG,Sad,1
32,Sad 6 Female.JPG,Sad,1
32,Sad 7 Male.JPG,Sad,1
32,Sad 8 Male.JPG,Sad,1
32,Sad 9 Female.JPG,Sad,1
32,Sad 10 Female.JPG,Sad,1
32,Sad 11 Male.JPG,Sad,1
32,Sad 12 Male.JPG,Sad,1
32,Sad 13 Female.JPG,Sad,1
32,Sad 14 Female.JPG,Sad,1
32,Sad 15 Male.JPG,Sad,1
32,Sad 16 Male.JPG,Sad,1
34,Sad 3 Male.JPG,Sad,1
34,Sad 4 Male.JPG,Sad,1
34,Sad 1 Female.JPG,Sad,1
34,Sad 2 Female.JPG,Sad,1
34,Sad 5 Female.JPG,Sad,1
34,Sad 6 Female.JPG,Sad,1
34,Sad 11 Male.JPG,Sad,1
34,Sad 12 Male.JPG,Sad,0
34,Sad 9 Female.JPG,Sad,1
34,Sad 10 Female.JPG,Sad,1
34,Sad 15 Male.JPG,Sad,1
34,Sad 16 Male.JPG,Sad,1
34,Sad 14 Female.JPG,Sad,1
36,Sad 3 Male.JPG,Sad,1
36,Sad 4 Male.JPG,Sad,1
36,Sad 1 Female.JPG,Sad,1
36,Sad 2 Female.JPG,Sad,1
36,Sad 7 Male.JPG,Sad,1
36,Sad 8 Male.JPG,Sad,1
36,Sad 5 Female.JPG,Sad,1
36,Sad 6 Female.JPG,Sad,1
36,Sad 11 Male.JPG,Sad,1
36,Sad 12 Male.JPG,Sad,1
36,Sad 9 Female.JPG,Sad,1
36,Sad 15 Male.JPG,Sad,1
36,Sad 16 Male.JPG,Sad,1
36,Sad 13 Female.JPG,Sad,1
36,Sad 14 Female.JPG,Sad,1
37,Sad 3 Male.JPG,Sad,1
37,Sad 4 Male.JPG,Sad,1
37,Sad 1 Female.JPG,Sad,1
37,Sad 2 Female.JPG,Sad,1
37,Sad 7 Male.JPG,Sad,1
37,Sad 8 Male.JPG,Sad,1
37,Sad 5 Female.JPG,Sad,1
37,Sad 6 Female.JPG,Sad,1
37,Sad 11 Male.JPG,Sad,1
37,Sad 12 Male.JPG,Sad,1
37,Sad 9 Female.JPG,Sad,1
37,Sad 10 Female.JPG,Sad,1
37,Sad 15 Male.JPG,Sad,1
37,Sad 16 Male.JPG,Sad,1
37,Sad 13 Female.JPG,Sad,1
37,Sad 14 Female.JPG,Sad,1
49,Sad 3 Male.JPG,Sad,1
49,Sad 4 Male.JPG,Sad,0
49,Sad 1 Female.JPG,Sad,1
49,Sad 2 Female.JPG,Sad,1
49,Sad 7 Male.JPG,Sad,0
49,Sad 8 Male.JPG,Sad,1
49,Sad 5 Female.JPG,Sad,0
49,Sad 6 Female.JPG,Sad,1
49,Sad 11 Male.JPG,Sad,1
49,Sad 12 Male.JPG,Sad,1
49,Sad 9 Female.JPG,Sad,1
49,Sad 10 Female.JPG,Sad,1
49,Sad 15 Male.JPG,Sad,1
49,Sad 16 Male.JPG,Sad,1
49,Sad 13 Female.JPG,Sad,1
49,Sad 14 Female.JPG,Sad,1
100,Sad 3 Male.JPG,Sad,1
100,Sad 4 Male.JPG,Sad,1
100,Sad 1 Female.JPG,Sad,1
100,Sad 2 Female.JPG,Sad,1
100,Sad 7 Male.JPG,Sad,1
100,Sad 8 Male.JPG,Sad,1
100,Sad 5 Female.JPG,Sad,1
100,Sad 6 Female.JPG,Sad,1
100,Sad 11 Male.JPG,Sad,1
100,Sad 12 Male.JPG,Sad,1
100,Sad 9 Female.JPG,Sad,1
100,Sad 10 Female.JPG,Sad,1
100,Sad 15 Male.JPG,Sad,1
100,Sad 16 Male.JPG,Sad,1
100,Sad 13 Female.JPG,Sad,1
100,Sad 14 Female.JPG,Sad,1
200,Sad 3 Male.JPG,Sad,1
200,Sad 4 Male.JPG,Sad,1
200,Sad 1 Female.JPG,Sad,1
200,Sad 2 Female.JPG,Sad,1
200,Sad 7 Male.JPG,Sad,1
200,Sad 8 Male.JPG,Sad,1
200,Sad 5 Female.JPG,Sad,1
200,Sad 6 Female.JPG,Sad,1
200,Sad 11 Male.JPG,Sad,1
200,Sad 12 Male.JPG,Sad,1
200,Sad 9 Female.JPG,Sad,1
200,Sad 10 Female.JPG,Sad,1
200,Sad 15 Male.JPG,Sad,1
200,Sad 13 Female.JPG,Sad,1
200,Sad 14 Female.JPG,Sad,1
